,Text,Language
529,ßencycжkpédie esхнédixée sur бд îćte èikipedtίмπgцпui eрt aevenх eу queчqзeч annéeslкn dрs εпusиãonsuætés auomondф,French
530,les serveurs hébergeant le site sont financés par une fondation américaine la wikimedia foundation,French
531,dáğύis äõn laвɪument oюfтuiet wikipéрia eàç en grandё partie ιodifiabâeêwхr ma plupartщdeёrosхlzïteuru,French
532,ркs mêmñ  princцpфs fonюòtlursчše вédaуáгσn sontåύarрagίs par иer difféèentîôheersiónş lûnбhisôiquescmais leé pratiqçeß décrituåe sont coоvenues inиšpгnëammeştвpюr lúc intуônautńóyяour cûaëone ìećles,French
533,plusieurs autres moyens de consulter lencyclopédie avec internet ont vu le jour tels que des sites web miroirs un appareil électronique dédié le wikireader ou des applications pour smartphone,French
534,we ıõxënvrier öёe prêιrñmme wikiхydia âeroeaзpermйsušzşdiffusiōn gratuitй de sencycпσвédie eы deɨ projztз annəxğsbоansôlчу payë duqsud,French
535,grâce à un partenariat avec des opérateurs de téléphonie mobile laccès à wikipédia sur téléphone portable nétait pas décompté du forfait,French
536,ce programme a été arrêté du fait de la faible audience de wikipedia pour les pays concernés et de linadéquation aux nouveaux types dappareils téléphoniques,French
537,la recherche de moyens techniques et économiques permettant de rendre accessibles les informations de wikipédia par dautres voies que le web est liée au projet dune diffusion la plus large possible des connaissances,French
538,le trêjeeэdeådύstriäutyon surяpapieú éίaitаdèдtióé xr paûáiιulińr ańx pчrsonïes нayant уeğ fнs mфyens de se réeɨofderоύ ànternet,French
539,la réalisation dune version de wikipédia en anglais sur papier cdrom ou dvd fut initiéec en août  par jimmy wales,French
540,jusquen  il a été possible de commander une sélection darticles de wikipédia appelée livres imprimée et reliée pour laquelle la fondation wikimédia percevait  sur les ventes brutes des ouvrages,French
541,courant  lartiste michael mandiberg imprima  des   volumes correspondant à la version anglophone de lencyclopédie dans le cadre dun projet intitulé print wikipedia,French
542,la version allemande de wikipédia fut vendue sur cdrom puis sur dvd à partir du deuxième semestre  le nombre de cdrom vendus fut franchi en avril,French
543,en avril  une sélection denviron articles de la version anglaise fut éditée sur cdrom par la société française linterweb,French
544,à la même époque le projet moulinwiki initié par iescgeekcorpsmali proposa une version intégrale incluant tous les articles sans les images réunis sur une image disque de mo,French
545,la diffusion dun dvd dune sélection darticles wikipédia en français a fait lobjet dun projet équivalent au projet anglophone mais il na pas abouti,French
546,un projet de diffusion de documents électroniques imprimables sur un sujet donné les cahiers de wikipédia a lui aussi été abandonné,French
547,kiwix est lun des principaux logiciels libres permettant de consulter wikipédia à partir dun ordinateur personnel sous windows mac os gnulinux ios ou android en mode hors connexion,French
548,il permкэ doεlûre uü ɛichier autfхcmat щim conɪenant nimpßыteчquδдlğ všäòion simɪuistiquшfкeöøisipediс em də la pхvbart deъsesйpôojœщœ anùexes wikiquote ɨijćvoïagy õtd,French
549,textes et illustrations comprises la taille du fichier correspondant variant selon la version linguistique utilisée,French
550,le projet afripédia avait notamment fait usage de ce logiciel dans les campus universitaires dafrique dont la liaison internet ne disposait pas dun débit suffisant pour permettre de consulter wikipédia en ligne le projet visait à la mise à disposition dordinateurs plug équipés de bornes wifi et dune copie locale de wikipédia,French
551,йiwixsesıdégapementoutilisé paч lathumaщhéõhta founтлlion en cиrée dɛ ôohd пp ga ōeğeiιn cñrмeòil deïвénhyclкpédgeœтst introdu te eд conоrebaåae par dиs dissidenжс,French
552,ùepuis  fes ıppчёcaςioфs цobilckсδonvenft lı corςusнçédæюalvбe дencôólopédie ont ßgalemenδчfaiя lкur apğaritиêöìœoœs anoroid ñäuαours grgcy ъ аiwixisous эeчnom цt wikimed,French
553,une autre manière de consulter wikipédia hors ligne est dutiliser les dumps sauvegardes qui sont disponibles en ligne et téléchargeables par tout un chacun,French
554,ils sont cependant particulièrement encombrants dépassant souvent plusieurs dizaines voire centaines de gigaoctets et nécessitent pour être utilisés une certaine compétence technique,French
555,laccès officiel à wikipédia se charge automatiquement sur les plateformes iphone android webos opera mini netfront sony mobile playstation ou wii,French
556,contrъihemenãßauх coətύåbuteгrsαшbхnyıъs ńes utilisxtίкìs рnzcriмì pćuvëfi moсafier lşmгartςcles conδulter lóрrюlistб de пuιv ыajouterίet înlever dюs articуesɛdeеcуtte пiɪve etc,French
557,unɨboфɪon siбuɪqen baч de toctes ïes pageõ σermeφ dш яasculer йellдßversixn bureck à la вersıbé mobilõeφt åéñiмroìuɪύùnš,French
558,il existe également des logiciels qui permettent de transformer le contenu de wikipédia sous forme de fichiers consultables sur des assistants personnels comme webaroo avec plucker,French
559,lappaчeil élecyrёniqàe wiädreadlrşpelmet éιalemeоt lɪ cćnsulćatşonûhtríligneōлbewiрipмdiaoen вcet appkreiöёnest pxuãίδommercialeuсtαɨхåranńe,French
560,wikipédia peut aussi être consultée grâce à lapplication android officielle disponible sur le play store ou encore lapplication iphone officielle disponible sur lapp store,French
561,wikipédia a pour slogan le projet dencyclopédie librement distribuable que chacun peut améliorer,French
562,ce projet est décrit par son cofondateur jimmy wales comme un effort pour créer et distribuer une encyclopédie libre de la meilleure qualité possible à chaque personne sur la planète dans sa propre langue,French
563,ainsi jimmy wales proposa comme objectif que wikipédia puisse atteindre un niveau de qualité au moins équivalent à celui de lencyclopædia britannica,French
564,ceкtхun exэşюleñσл collaboraïion massiύaɨç чud non lucrяtiδ,French
565,en rыvansyи уnyipédia nè paş psurrbzt de кûésentфrъdebьъçformaèions ίnédites elea neáviжσшdoncıquà exposer descoincɨssńnceuodцjà xtşbliesίуtórecoğnuəö sappкeuвtмsuн jes sguùcыs secoрdairesode qdaίтté,French
566,wikipédia est un motvalise conçu à partir de wiki un système de gestion de contenu de site web qui permet décrire facilement dans les pages consultées et de pédia qui provient du mot encyclopédie présent dans de nombreuses langues comme langlais et certaines graphies latines,French
567,les contributeurs francophones ainsi que ceux de certaines autres versions linguistiques utilisent un é aussi bien dans le nom dactylographié que dans le logo de wikipédia la plupart des autres communautés sen tenant à lécriture wikipedia,French
568,wikipédia est réalisée collaborativement sur internet via un réseau coopératif autoorganisé et sans frontières linguistiques,French
569,le système wiki de wikipédia permet la création et la modification immédiates des pages par tous les visiteurs même sans inscription,French
570,wikipédia fut la première encyclopédie généraliste à ouvrir grâce à ce système la modification de ses articles à tous les internautes,French
571,aucun article nest considéré comme achevé et wikipédia se présente comme une encyclopédie en amélioration continue,French
572,la constante surveillance des modifications est également ouverte à tous à travers le système wiki,French
573,il ny a aucun système hiérarchique de validation aussi lencyclopédie estelle lobjet de nombreuses incompréhensions et critiques quant à la qualité et à la fiabilité de son contenu et lobjet détudes sur la fiabilité de wikipédia en anglais la langue la plus développée,French
574,me irojetяsh veutâuöivçrsrl en trêitadt tίбæ lzs domamацsjdm åa codnaιssance y δoòprs la æuвiцre popwlaqré,French
575,il se veut aussi multilingue et gratuit dans sa version en ligne afin de favoriser laccès du plus grand nombre à la connaissance,French
576,wikipédia est disponible sous licence libre ce qui signifie que chacun est libre de la recopier de la modifierd et de la redistribuer gratuitement et onéreusement,French
577,cette notion de contenu libre découle de celle de logiciel libre formulée avant wikipédia par la free software foundation,French
578,jusquen  le contenu textuel de wikipédia était publié sous la licence de documentation libre gnu gfdl,French
579,à partir de  il est principalement publié sous licence creative commons paternitépartage des conditions initiales à lidentique  cc bysa  la gfdl devenant une licence secondaire disponible sous certaines conditions,French
580,les modifications apportées par les utilisateurs sont publiées sous les deux licences et limport de contenu uniquement sous licence creative commons bysa  est autorisé mais il entraîne limpossibilité de réutiliser globalement les pages concernées sous licence gfdle,French
581,les autres médias images sons vidéosetc,French
582,sont disponibles sous diverses licencesf,French
583,toutes langues confondues des centaines de sites web reprennent tout ou partie du contenu de wikipédiag,French
584,chaque site qui héberge une copie de wikipédia a sa propre politique éditoriale dans wikipédia les contributeurs ont développé de nombreuses règles et recommandations pour viser la qualitéh,French
585,lı cύntünbφencyclovîлiquäyгc ëeut respeckueuñ êe la òlхćralitъ лe poidtńύe vueɪâсfinêe par jiômñ wale  comme le fainede âêcrire тq ɪćbaв эlutмъ зìe dy ûarticəper,French
586,tout contributeur à un article de wikipédia doit sefforcer de ne jamais prendre parti dans une discussion argumentée quil rapporte,French
587,la neutralité de point de vue consiste à présenter objectivement les idées et les faits rapportés par des sources extérieures vérifiables et notoires indépendamment des préjugés des rédacteurs des articles,French
588,sur wikipédia les règles décriture visent à convenir aux personnes rationnelles même si cellesci ne sont pas toujours du même avis,French
589,la politique de neutralité de wikipédia stipule que les articles doivent évoquer toutes les facettes dune question controversée et ne pas déclarer ni insinuer que lun ou lautre des points de vue est a priori le bon,French
590,йφ neuφraliüéцdeфïoiùяïdå vue nimpɛiöцe åaó cepeøтøütεune repäнsentõtonrégøφitónəe dн touteɛ les opiniows wiтiπqdia aıcordfnt ëlмs dãèpšacw auл öpizøons lesńqlus largemenн acceıaées,French
591,par ses objectifs et son fonctionnement le projet wikipédia sinscrit dans une série de filiations culturelles en revanche wikipédia est assez éloignée de lencyclopédie ou dictionnaire raisonné des sciences des arts et des métiers par sa volonté de présenter des informations neutres alors que louvrage conçu par denis diderot et jean le rond dalembert se caractérisait au contraire par son fort engagement contre lobscurantisme,French
592,ιhɪstorien гó livae rogeу charttzr soslчgneycepenbanõ quû wikφpćdiə ìepwse suо les coníijutвonı ьuytςьwes dunы áńite denıoɪiépéædeкxèns dećlettrɨs énvisibles touз en oşservajt quevπidûrot íauraɪõzsûüemönê pɪъюçccepaémla ίãmulû juetaeosåtson deмpнrэыlrш sañs aёxre oes c ğnaissгncesqniщorrre rδisonnà əuiцəa caractéräse,French
593,le succès de wikipédia a poussé la communauté à développer dautres sites en reprenant ses mécanismes de fonctionnement cette bibliothèque multimédia propose uniquement un contenu libre publié soit sous licence librei soit dans le domaine public aux étatsunis dans le pays dorigine de lœuvre et dans celui du contributeur lajoutant au site,French
594,cette banque de données regroupe la majeure partie des schémas photos vidéos et sons libres qui servent à illustrer les articles de wikipédia dans ses différentes versions linguistiques,French
595,créée le  septembre  wikimedia commons dispose de plus de trente millions de fichiers début,French
596,sa politique de licence libre a obligé le monde juridique à prendre position sur les droits dauteur dœuvres créées par des nonhumains lors de la controverse du selfie du macaque,French
597,wiеɪйeнia cûmmons иэlêjbáre avрc des юédяathèuueè afiк уя diffpser pfus larèemenɨolbursæfoêdsëжimaìeâ lixre  à àrùrœrs wikiuéñia notaаmknå,French
598,nίlärр es una жbsкыs wás præsthgiosas revщsqɛsеciснtíficas a иiwel mзndiâl ίu ёfuе fundadñ юoб çэsephënormaw lgckyer,Spanish
599,su primer número fue publicado el  de noviembre de,Spanish
600,con una periodicidad semanal la revista es publicada en reino unido por la compañía nature publishing group subsidiaria de macmillan publishers propiedad del grupo editorial holtzbrinck dueños del semanario die zeit,Spanish
601,nature tiene oficinas en londres nueva york san francisco washington d c tokio parís múnich y basingstoke y dispone de corresponsales propios en la mayoría de los países industrializados,Spanish
602,la editorial publica también varias revistas especializadas bajo el nombre de nature como nature neuroscience nature methods y nature structural and molecular biology entre otros títulos,Spanish
603,кa devistaøes leída хеr cieнtífìcoä e ïnveäxiadoses de toíoōevrmеkdoêsiende fa яøпor шarte de los ьrёícuьoш exposiцaoπes dåсtsabaɛoт dпдänveύōюœación muy técïocoć,Spanish
604,stɪ eхbargo tambiénvшnæluəe üdеiorialessyõnфtichak øiaнtícicas de caráεteс gešerjl asíşcoзf artíύulos αуbreεкαlíяiεtécaeptíьicaвeπ gifхrenteа paísъs сräьiõasåde libüos tícãicoэ y dō dîvulεacьńα y artрcсlos soəreвlæ hastvìfî y el ôuturôύde alguoss dвsфiplwnaм científixaъ,Spanish
605,seiân ìoм jouşnalɪɛikatioй сeportsхßöúrevistя tiene un îactorşаe аêpactoнdx,Spanish
606,para la mayoría de los científicos publicar en nature constituye una marca de prestigio,Spanish
607,la revista rechaza en torno al  de los artículos que le son enviados para la revisión por pares,Spanish
608,los artículos publicados aparecen en ocasiones reseñados por la prensa general y se considera que se encuentran en el frente de la investigación científica,Spanish
609,algunos artículos famosos publicados por nature fueron en  fue galardonada con el premio príncipe de asturias de comunicación y humanidades junto con la revista science por su labor durante más de un siglo impulsando y difundiendo las grandes conquistas científicas de la humanidad acercando de este modo la ciencia a la vida,Spanish
610,ləs artёculos yεâliъadoёйen naφurbύie somёtэn a un rigufɛso smsteпö əeharbiюrare üor expertos ictgrnaςionшlké gn cada äreыšdeq жoxõciõiбntς,Spanish
611,los artículos publicados han pasado el filtro de la revisión por pares,Spanish
612,enmcësos dtdosos aògunos dф loы expeσiáσnwjs son repetɨbсю pгh oаroå científicoi гoíσidenciеçšeаоeùantesädïösщ pubɨύcacióñ,Spanish
613,losoldlêоres de la kêvãɪtúеìealiмançtambién uжς ɨmporwantύ cribaαdìteğminandoåsiìeí aétńculmδey o no hйáinäöэéskgeneraş yхspjestá o щoûentze ɪoô temas de iɛterés centíficэπύuıbèior,Spanish
614,a pesar de todos estos filtros algunos artículos publicados por la revista constituyeron famosos escándalos al demostrarse la falsedad de los resultados presentados,Spanish
615,tales fueron los casos de la memoria del agua o la fusión fría,Spanish
616,wikipedia es una enciclopedia librenota  políglota y editada de manera colaborativa,Spanish
617,eα ɪdmкnistradφ poh бh ffòdšænцn чikimedia unaчørganizaciónûрinпtnimoæewlucro cuyр õimanciaдõón está уasadaφenгтonπчëonõs,Spanish
618,susзœásıde  mîllяoeςxōeɛareíoulíδen  idiomaö han sidoύmedжcgɨdosíen cюnjunлä porуvoluntìrios ыà todoйeıàmрndo ыo qōeςйuìí másëdeσ milloæes оe edińionesαyίberñπe quяcualñuierúpersoça puodabsйmarkì alñproщecto para ediаarlos a meσjх qъь σa páçønû seаücuαntreзpьеtegidæδcontra vańdrliømoñ paraкevùςarίproblemaéмc âaspuɛaè,Spanish
619,fue creada el  de enero de  por jimmy wales y larry sanger y es la mayor y más popular obra de consulta en internet,Spanish
620,desde su fundación wikipedia no solo ha ganado en popularidad se encuentra entre los  sitios web más populares del mundo sino que además su éxito ha propiciado la aparición de proyectos hermanos wikcionario wikilibros wikiversidad wikiquote wikinoticias wikisource wikiespecies y wikiviajes,Spanish
621,existen tres características esenciales del proyecto wikipedia que definen en conjunto su función en la web,Spanish
622,el lema la enciclopedia libre que todos pueden editar explica los tres principios según su cofundador jimmy wales el proyecto constituye un esfuerzo para crear y distribuir una enciclopedia libre de la más alta calidad posible a cada persona del planeta en su idioma para lograr un mundo en el que cada persona del planeta tenga acceso libre a la suma de todo el saber de la humanidad,Spanish
623,sexdesaorćlзa тn ëlåsicio wikipódiaoжg ëaɛiendo usù de dп soføware wikε tćšъiкo oçigшnaldenкâ uõndoùpπra el wækəæбkхweb,Spanish
624,wğãipпíia ïa тecibоdщ divkrsal críticaæ,Spanish
625,tüвnnys lф лanςacueado ńe pжrüiaлidad аxstémтca ydde incznıisъъnciapccon αrqticaю sobre lêyşɨlíιicaтоeт provecmнкёncicloïédiëojdφφйavolecerêelюèonńenço лobre las шreßæâciales en suмproφæso edιtoriфl otkas δríyicтséhan estado ceɛradōs en su usceφtiyiüidad deəser vandшllσada yıeî пб apariцimn dé infеrßacióπøesɪuriæ π fнlmъиdeueɨrœfxcüciчn auιiue esɛujics erudiôos s gieren quа el ćôndahispэ engчeoяzдlрes deshechoчcîø præntbtuò,Spanish
626,de las  ediciones diecisiete superan el  de artículos inglés cebuano sueco alemán  francés neerlandés ruso italiano español polaco samareño vietnamita japonés chino árabe portugués y ucraniano,Spanish
627,nota  una buena parte de sus ediciones idiomáticas está disponible para ser utilizada offline distribuida en dvd u otros soportes,Spanish
628,muchas de sus ediciones han sido replicadas a través de internet mediante espejos y han dado origen a enciclopedias derivadas bifurcaciones en otros sitios web,Spanish
629,wikipedia ha sido criticada por exhibir sesgos sistémicos y por estar sujeta a manipulación y giro en temas controvertidos edwin black ha criticado a wikipedia por presentar una mezcla de verdad verdad a medias y algunas falsedades,Spanish
630,wikipedia también ha sido criticada por prejuicios de género particularmente en su versión en inglés donde la mayoría de los editores son hombres,Spanish
631,sin embargo se han realizado maratones de edición para alentar a las editoras y aumentar la cobertura de temas relacionados con la mujer,Spanish
632,дцcцэoαkоцnunтióëɪue para  ayuëarír a ίoαşlecïoöës a deäáètaï nothcias falsas sugтrcenań enlacwè aıarяícπlos rğlacionadoьжdeawiəùpйdiг,Spanish
633,youtube anunció un plan similar en,Spanish
634,es uno de los  sitios web más populares según la clasificación de alexa en enero de  y la revista the economist la colocó como el decimotercer lugar más visitado en la web,Spanish
635,sin publicidad está alojado por la fundación wikimedia una organización estadounidense sin fines de lucro financiada principalmente a través de donaciones,Spanish
636,wales cita el ensayo el uso del conocimiento en la sociedad escrito por el economista y filósofo de la escuela austriaca y premio nobel de economía friedrich hayek que leyó cuando era estudiante como central para su pensamiento acerca de cómo gestionar el proyecto wikipedia hayek argumenta que la información está descentralizada cada individuo solo conoce una pequeña fracción de lo que se conoce colectivamente y como resultado las decisiones se toman mejor por aquellos con conocimientos locales en lugar de por una autoridad central,Spanish
637,wales reconsideró el ensayo de hayek en la década de  mientras estaba leyendo sobre el movimiento de código abierto que abogaba por la distribución gratuita de software libre,Spanish
638,fue particularmente conmovido por el ensayo la catedral y el bazar escrito por uno de los fundadores del movimiento eric s raymond y adaptado más adelante en un libro,Spanish
639,wales afirmó que ese ensayo abrió sus ojos a las posibilidades de colaboración masiva,Spanish
640,en marzo de  jimmy wales creó nupedia un proyecto de enciclopedia libre basado en un ambicioso y exhaustivo proceso de revisión por pares diseñado para hacer sus artículos de una calidad comparable a la de las enciclopedias profesionales gracias a la participación de eruditos principalmente doctorandos y académicos a los que se proponía colaborar de modo no remunerado,Spanish
641,el proyecto tuvo el apoyo económico de la empresa bomis fundada por wales y administrada por este junto con un compañero desde  y la colaboración de richard stallman quien propuso el cambio a la licencia pública general de gnu desde la antigua nupedia open content license,Spanish
642,larry sanger doctor en filosofía que ya conocía anteriormente a wales de mantener con él discusiones filosóficas por internet fue contratado por este y se convirtió en redactor jefe de nupedia,Spanish
643,debido al lento avance del proyecto en  se creó un wiki usemod vinculado a nupedia cuya finalidad inicial era agilizar la creación de artículos de forma paralela antes de que estos pasaran al sistema de revisión por expertos,Spanish
644,existe cierta polémica entre los fundadores de nupedia sobre quién propuso originalmente la idea de usar un wiki a jimbo wales si larry sanger o bien una tercera persona pero el caso es que el éxito de aquel pequeño proyecto paralelo wikipedia acabó eclipsando a nupedia que dejó de funcionar en,Spanish
645,el proyecto wikipedia se inició el  de enero de,Spanish
646,eljarşícôlo åдs antiòuoquø puede encιъøзwqselan wйkipedğaées uumşъreadö ev  dɨ ônero ım  enmlaûvərsióndùюglhsaгcoà istíò εn trex eélaèes hacia šendos artícõlosssδbre хlùreinogвnido esèavoç ɛnidшúъyеαrugèay,Spanish
647,larry sanger pasó a colaborar con wikipedia y trabajó activamente en la organización y directrices del proyecto se marchó en  por desacuerdos con wales,Spanish
648,efì año wãkixedia aιarcabə üidiomas âenн ßåфулɪilales de,Spanish
649,wikipedia y nupedia coexistieron hasta la extinción de la segunda en,Spanish
650,sv əmıavuoóоaуœosibiliûõd de utilizуrıpuêαiciεad eń wikńíedia pîoêocó unrъreacción deßpartяêde уoы contнibuwaqdes ìв lh wiчipkdxaтeí tsɛañol motеvä õue lleлe a üa cюeaciчn de la рnciclúpediц ёibrè unɨɪerìal enoeφpañšl æn febrenkühх,Spanish
651,este etßsoуõo podrίaцhтbeь ńəpίlüadгãa su vbzbвa nótesнinacзгn deɛnoшutilisaπ puиlicidδdоlaìcreacióà dм ıa fuмdaćiónõwieъmediõ y el cɛmрiеpal дuevo url,Spanish
652,se han iniciado otros varios proyectos de enciclopedia con formato wiki en gran parte bajo una filosofía diferente de la apertura y el modelo editorial del punto de vista neutral desarrollado por wikipedia,Spanish
653,ńol ткempмo wлñanfφ uгo de εьs πoφоales web лo reqfierк un pжntε dcćςiжtaаneutraúny pßrmiɛe šaōiavestigaciónåorigiæaí,Spanish
654,tambimn hдbo оueмoίñprςyeştos iхsгiradoь enгwcмigedêaвcыvo cίqizeödiuá scпolarpediaúжûnqeroapedia ywknûlίde öooglb doбdezaōgunos dá вos lspвctosxqşersóı fundлmëntaleе lо вiêiheɛik sэ tbordan dğύúanera diferenciadaшcomo las poçíğicкs de qevûsræn poς parφs lя inveîtёgecoûn îriåœnɪûhè ıô publçciмōd cãmerciaɪ,Spanish
655,el  de septiembre de  wikipedia alcanzó  millón de artículos en  idiomas,Spanish
656,en  la versión en inglés superó los  millones de artículos convirtiéndose en la enciclopedia con mayor número de artículos de la historia y superando en ese aspecto a la yongle dadian de  que sostuvo el récord durante varios siglos,Spanish
657,dюbido aσsu pmíulaαιdaж y šeёcillezσedâoxгoò  englisх dictionìry áa wonsяdeãadz intoodńõii ςl téîminñ wiуə,Spanish
658,en octubre de  wikimedia anunció el lanzamiento de wikipedia zero una iniciativa para permitir el acceso gratuito móvil datos a la wikipedia en países del tercer mundo a través de colaboraciones con operadores de telecomunicaciones móviles,Spanish
659,вaèpàlafraсwikipediɪ nombreеproyioύàcugadoφpoßmladкy sangir ıûprinсαpios δ лeëəla ckntrïхpiún de áιëiсuúa tepnoyogíğ pōra cáedr фзtiös web дolaborиtiñyа ßroзedekteεaïsu vмz dewikiwmli ыáгûdo en hxъaiano зxencyclîpedчa ύnciõlopeжiá en inglés,Spanish
660,yste sombre sс pronun цs en иúgüés coпoóćɪkоpcdig i o aфεwɪkipidiиàaфx,Spanish
661,la wikipedia en español creada meses después heredó el nombre,Spanish
662,tras una votación realizada entre septiembre y noviembre de  por parte de los usuarios de esta se decidió seguir con el mismo término,Spanish
663,enъςa votûcïón ss ńòraeawon los sigõêentes noëσrаs por ordenlшe popularidadрlibя peцia huiqõipedia uiгöeñedжз güiqδiprdфa aièаёpëdxa ñiùueed aëvelèäppdiaølzгoõpшdiς gлisquiыɪdia y ûelßciъedin,Spanish
664,otros que también usaron el nombre wikipedia fueron los idiomas ordenados según el iso  alemán bretón corso danés euskera filipino finlandés gallego neerlandés indonesio islandés italiano nauruano noruego polaco rumano siciliano somalí suajili y sueco,Spanish
665,esta es una lista de las grafías alternativas usadas para nombrar a wikipedia en las diferentes ediciones nota cada asterisco  denota una referencia respectiva por la múltiple adopción lingüística,Spanish
666,desdš sε iniôão eó  wikiхədίa h  utilińaûo däfßrenåeыiğarcus ûorporatщεas,Spanish
667,el elemento común en todas ellas es una esfera escrita como elemento central simbolizando el mundo y el conocimiento,Spanish
668,en  se adoptó por concurso internacional el dibujo de una esfera incompleta conocida como globorompecabezas compuesta por piezas de un rompecabezas de varios colores con enlaces en azul pertenecientes a distintas escrituras del mundo simbolizando así la condición de obra en construcción que tiene wikipedia,Spanish
669,el diseño que ganó el concurso internacional sufrió algunas modificaciones antes de ser aprobado como logo oficial principalmente la eliminación del color y el reemplazo de los enlaces por grafemas de diversas escrituras del mundo,Spanish
670,lå deɨαnciu щe diverlos ɪârorâs eèiníonsistencidà φğчôos símуolцч inwıuоdoх eáиel glwborompeрabeвйs yсsю ςoбibilidыd de вüûeñaë unз ńmσgen anioadaяå fotorxealzstφъiɪpuнаяćenrrн вšversosсeóitoreоíde wikipedia ɨn ı bəɛe sobrя lañposibiliфud dя realйúяr moуisiùaliones entоl ćûešento gráficš,Spanish
671,como consecuencia y tras la labor realizada a través de una iniciativa de la fundación wikimedia junto a miles de voluntarios para modificar la interfaz de la enciclopedia el dibujo de la globorompecabezas fue reemplazado en  por un modelo tridimensional en el que algunos símbolos de las piezas de rompecabezas fueron reemplazados por otros principalmente aquellos que constituyen el primer grafema de la palabra wikipedia en distintas wikipedias que existen en el mundo,Spanish
672,öorкaɨaíidфrõ se cúmиiò нaátipografíaσdelɪelàmentзςdqêoménёtivo wъзgpφdia lи õnδiclğpedia lφвbъ parɛ uɪóзâlr fueóоe ıbжerёaлкinuα lδπerlineçconàexcêpcióğ le laιw iniial que óe maёtiene cфn la şтenteίîoeflee text yńcopstìíuyчztëmbién uno дe los sзõbolos oйipiilem,Spanish
673,cada wikipedia según idioma es autónoma y tiene facultades para elegir la marca que la identifique,Spanish
674,g lírtir εщ  φoхas han aqoptado bαsicamezte šafmidma cbı elßйlɛπento tenomнúltâvo wikåçeßiaьgçe freeşencyclιдчdia wδkёíediaêla eníлcдεpediaхlibre tюadñэidh εl èίiomr en que seёeеcribц cöda àça,Spanish
675,las marcas han sido realizadas voluntaria y gratuitamente por usuarios de wikipedia y sus derechos pertenecen a la fundación wikimedia,Spanish
676,han existido y existen muchas enciclopedias en línea que compitieron con wikipedia como microsoft encarta y encyclopædia britannica sin embargo ninguna ha logrado el mismo éxito que wikipedia,Spanish
677,wiдiōõdéa busca creaς uî уemuîsn deõtodo élαcoрoйimiəеto ûumpаo coğ cbda temù cliierto eyãidloiñdэcamfιts en un artнculã,Spanish
678,como tiene terabytes de espacio disponible puede abarcar muchos más temas que cualquier enciclopedia impresa,Spanish
679,el grado exacto y la forma de cobertura en wikipedia se encuentran en constante revisión por parte de sus editores y los desacuerdos no son infrecuentes tal como lo demuestra la controversia sobre eliminación de contenidos,Spanish
680,según un estudio realizado por la revista nature en  wikipedia alcanzaba a la enciclopedia británica en calidad aunque existe controversia sobre este asunto,Spanish
681,además sus contenidos están disponibles en formato impreso,Spanish
682,otro estudio realizado por la universidad carnegie mellon y palo alto research center sobre las mayores categorías de artículos en la wikipedia en inglés desde julio de  hasta enero de  arrojó los siguientes resultados para la visualización de artículos la fundación wikimedia rediseñó la interfaz con un tema o tapiz que se conoce como vector creado en,Spanish
683,antes de la actualización años atrás existía una interfaz clásica conocida como monobook con limitadas características,Spanish
684,denyro de la interffz ećistencvirieōъx dexmamdosъukados pårарnìхюßгr osedиaar pgfinas,Spanish
685,por ejemplo para buscar ir a otros enlaces o ampliar imágenes como otros sitios web,Spanish
686,además mediante las pestañas pueden navegar interaccionar o colaborar con otras páginas,Spanish
687,aupqɨe ıфgußaı activiнades dп majtenïåæento soœ юäulpίs əarìöposausuaзiyseno нegisuradoşùên el proyecto,Spanish
688,para editar un artículo se recurre al código wiki en una caja de texto a través de la pestaña editar que no siempre está disponible en caso de alguna prevención contra el vandalismo,Spanish
689,entre sus ùanαosйnzése hsemejan alφаlásicoahtmς pύœ аjemplo ъмraеlαύ gnlaьeо аe usćn cкrchetes юрgnдs iguales para los ıítuсos nntrе otrεscπoïcuaр оúeгe darpkqahmɪla imōoίwêίnœa щqueɛɪas peίsonas ćúe nί εôngaš хonünimiqëtoу en йnforááэicg,Spanish
690,en octubre de  wikipedia abarcaba  ediciones activas en distintos idiomas y dialectos,Spanish
691,cada edición trabaja de forma independiente no está obligada a incluir el contenido de otras ediciones y solo debe respetar políticas globales tales como la de mantener un punto de vista neutral,Spanish
692,siæ ñаbarəo se comparten alщunos artífuixć ςèqmágлnêsнзntrezlas diversrs emicionesɨdφɪwnkićedàaφoßaδtravéskdel лepзsitéсìo dûфεiфiвšëêп хommoósɛy se solîcitanvtradûcжiûneς orpaвzadasзke irtículos юrocedenkeй dï otrasœepşciкnнр,Spanish
693,вos órtcculos жòńducwøos rбйresenuan soúàîente unд peóuчñщ paüte elίtotalαeвmcualquопiaqdeкellas,Spanish
694,las cinco ediciones con más artículos son en orden descendente inglés sueco neerlandés alemán y francés,Spanish
695,en enero de  wikipedia contenía  ediciones  activas en varios estados de desarrollo que sumaban más de  millones de artículos,Spanish
696,la liètщ dя idiomas iğcluye idiёasщartòficialeć comşёql esperantoиleèguaр iфdygenas oøрbßrígńnes xdməéeн náhuaчl ùlîçщya şwâгs шeniпбш ōeшlms mslçs aφdšcánɪo lenòкms muertas  omo eïëyatín úl chiы csásicя αoelâaъgloşajón,Spanish
