Compound Identifier,Odor,Replicate,Intensity,Dilution,subject #,INTENSITY/STRENGTH,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
460,Guaiacol (replicate) ,replicate ,high ,1e-05,25,88,17.0,0.0,0.0,0.0,63.0,61.0,56.0,0.0,61.0,0.0,73.0,0.0,62.0,32.0,0.0,0.0,80.0,76.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,25,74,20.0,0.0,0.0,0.0,8.0,53.0,25.0,0.0,0.0,100.0,63.0,0.0,80.0,0.0,0.0,0.0,52.0,0.0,0.0,95.0
460,Guaiacol ,,high ,1e-05,26,67,39.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,6.0,0.0,52.0,0.0,0.0,0.0,0.0,87.0
460,Guaiacol ,,low ,1e-07,26,42,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,78.0,41.0,5.0,23.0,0.0,0.0,0.0,35.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,26,60,23.0,0.0,0.0,0.0,8.0,7.0,11.0,0.0,4.0,13.0,7.0,0.0,100.0,58.0,10.0,89.0,37.0,19.0,0.0,10.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,26,77,58.0,0.0,3.0,0.0,17.0,24.0,35.0,0.0,0.0,97.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,27,41,66.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,27,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol (replicate) ,replicate ,high ,1e-05,27,65,59.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,27,12,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,7.0,56.0,16.0,0.0,0.0,0.0,0.0,0.0,100.0
460,Guaiacol ,,high ,1e-05,28,33,73.0,63.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0
460,Guaiacol ,,low ,1e-07,28,11,64.0,0.0,19.0,44.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,28,62,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,28,56,64.0,0.0,23.0,62.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,29,14,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,29,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,29,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,29,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,30,69,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,52.0
460,Guaiacol ,,low ,1e-07,30,26,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,5.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,30,31,66.0,1.0,11.0,9.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,9.0,11.0,14.0,15.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,30,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol ,,high ,1e-05,31,0,71.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,31,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,31,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,31,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol ,,high ,1e-05,32,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol ,,low ,1e-07,32,83,35.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,32,73,16.0,0.0,0.0,0.0,38.0,14.0,72.0,0.0,0.0,67.0,18.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,32,65,30.0,0.0,0.0,0.0,0.0,57.0,53.0,0.0,0.0,46.0,9.0,46.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,33,94,84.0,0.0,0.0,21.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,43.0,46.0,43.0,0.0
460,Guaiacol ,,low ,1e-07,33,0,84.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,33,72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,33,4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,34,73,29.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,34,47,21.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,34,73,42.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,34,56,54.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,35,84,0.0,0.0,0.0,0.0,0.0,39.0,36.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,35,0,13.0,0.0,16.0,9.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,35,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,17.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,35,27,32.0,0.0,0.0,0.0,0.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,36,100,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,36,75,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,36,100,53.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,36,100,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,37,63,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,40.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0
460,Guaiacol ,,low ,1e-07,37,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol (replicate) ,replicate ,high ,1e-05,37,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,23.0,0.0,76.0,31.0,0.0,0.0,12.0,77.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,37,36,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0
460,Guaiacol ,,high ,1e-05,38,67,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
460,Guaiacol ,,low ,1e-07,38,62,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,38,86,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,38,82,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
460,Guaiacol ,,high ,1e-05,39,21,55.0,20.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,39,37,83.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,39,73,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,39,15,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,21.0,0.0,0.0,0.0,34.0
460,Guaiacol ,,high ,1e-05,40,9,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,40,18,69.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,34.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,40,84,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,40,11,84.0,0.0,53.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
460,Guaiacol ,,high ,1e-05,41,53,54.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
460,Guaiacol ,,low ,1e-07,41,57,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,37.0,37.0,36.0,17.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,41,89,59.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,41,51,54.0,15.0,32.0,29.0,0.0,0.0,39.0,0.0,0.0,32.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
460,Guaiacol ,,high ,1e-05,42,71,28.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,7.0,24.0,35.0,19.0,5.0,20.0,0.0,0.0,0.0,53.0
460,Guaiacol ,,low ,1e-07,42,61,41.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,18.0,9.0,19.0,14.0,0.0,0.0,0.0,25.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,42,96,10.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,9.0,8.0,3.0,2.0,22.0,31.0,1.0,2.0,5.0,67.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,42,27,28.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,7.0,1.0,1.0,3.0,9.0,4.0,1.0,2.0,2.0,1.0,5.0,14.0
460,Guaiacol ,,high ,1e-05,43,18,53.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
460,Guaiacol ,,low ,1e-07,43,42,72.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,43,56,59.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,43,78,64.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
460,Guaiacol ,,high ,1e-05,44,83,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,50.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,44,78,37.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,44,76,21.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,27.0,0.0,12.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,44,0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,45,53,45.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,45,26,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,45,78,32.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,45,64,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,46,50,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
460,Guaiacol ,,low ,1e-07,46,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol (replicate) ,replicate ,high ,1e-05,46,50,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,46,0,,,,,,,,,,,,,,,,,,,,
460,Guaiacol ,,high ,1e-05,47,100,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,low ,1e-07,47,71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,47,87,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,47,42,35.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol ,,high ,1e-05,48,67,75.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
460,Guaiacol ,,low ,1e-07,48,71,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,21.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,48,84,5.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,48,29,25.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0
460,Guaiacol ,,high ,1e-05,49,85,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,77.0
460,Guaiacol ,,low ,1e-07,49,54,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0
460,Guaiacol (replicate) ,replicate ,high ,1e-05,49,59,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
460,Guaiacol (replicate) ,replicate ,low ,1e-07,49,16,37.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,2,92,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0
650,"2,3-butanedione ",,high ,0.001,2,100,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0
650,"2,3-butanedione ",,low ,1e-05,3,100,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,3,78,48.0,0.0,0.0,39.0,0.0,0.0,40.0,0.0,46.0,0.0,0.0,0.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,4,88,12.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
650,"2,3-butanedione ",,low ,1e-05,5,71,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,5,85,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,6,0,,,,,,,,,,,,,,,,,,,,
650,"2,3-butanedione ",,high ,0.001,6,59,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,7,92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,39.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,7,89,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,29.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,8,70,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
650,"2,3-butanedione ",,high ,0.001,8,93,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,9,54,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
650,"2,3-butanedione ",,high ,0.001,9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0
650,"2,3-butanedione ",,low ,1e-05,10,0,,,,,,,,,,,,,,,,,,,,
650,"2,3-butanedione ",,high ,0.001,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,56.0,100.0,0.0,0.0,0.0,0.0,23.0
650,"2,3-butanedione ",,low ,1e-05,11,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,11,94,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,12,51,49.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,12,74,23.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,13,74,33.0,16.0,0.0,0.0,0.0,35.0,14.0,0.0,41.0,67.0,0.0,0.0,33.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,13,100,22.0,0.0,0.0,0.0,0.0,18.0,34.0,0.0,100.0,76.0,31.0,81.0,61.0,0.0,36.0,0.0,0.0,0.0,0.0,64.0
650,"2,3-butanedione ",,low ,1e-05,14,0,,,,,,,,,,,,,,,,,,,,
650,"2,3-butanedione ",,high ,0.001,14,100,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,15,44,39.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
650,"2,3-butanedione ",,high ,0.001,15,87,21.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,46.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
650,"2,3-butanedione ",,low ,1e-05,16,81,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,35.0,20.0,0.0,26.0,38.0,0.0,0.0,16.0,20.0,0.0,46.0
650,"2,3-butanedione ",,high ,0.001,16,72,27.0,0.0,14.0,0.0,0.0,28.0,50.0,0.0,42.0,19.0,9.0,0.0,0.0,22.0,26.0,33.0,0.0,0.0,0.0,49.0
650,"2,3-butanedione ",,low ,1e-05,17,0,,,,,,,,,,,,,,,,,,,,
650,"2,3-butanedione ",,high ,0.001,17,94,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,16.0,0.0,0.0,0.0,0.0,100.0
650,"2,3-butanedione ",,low ,1e-05,18,59,53.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,high ,0.001,18,81,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"2,3-butanedione ",,low ,1e-05,19,66,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
