Compound Identifier,Odor,Dilution,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
2346,Benzyl isothiocyanate ,0.001,0.0,55.0,0.0,0.0,0.0,100.0,100.0,0.0,56.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,0.0,0.0,0.0,0.0,67.0,69.0,0.0,0.0,0.0,0.0,49.0,52.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,51.0
2346,Benzyl isothiocyanate ,0.001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2346,Benzyl isothiocyanate ,1e-05,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,73.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,16.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,57.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,0.0
2346,Benzyl isothiocyanate ,1e-05,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2346,Benzyl isothiocyanate ,0.001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,19.0,0.0,0.0,0.0,0.0,0.0,42.0,28.0,42.0,0.0,37.0,0.0,34.0,23.0,0.0,0.0,73.0,18.0,0.0,18.0
2346,Benzyl isothiocyanate ,1e-05,83.0,0.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,59.0,31.0,0.0
2346,Benzyl isothiocyanate ,0.001,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,42.0,0.0,44.0,0.0,22.0,58.0,4.0,40.0,26.0,42.0,6.0,2.0
2346,Benzyl isothiocyanate ,1e-05,39.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,43.0,7.0,3.0,0.0,13.0,6.0,0.0,4.0,0.0,3.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,27.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,20.0,0.0,32.0,39.0,1.0,1.0,1.0,38.0,0.0,0.0,44.0,58.0
2346,Benzyl isothiocyanate ,1e-05,44.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,42.0
2346,Benzyl isothiocyanate ,0.001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,63.0
2346,Benzyl isothiocyanate ,1e-05,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,31.0,14.0,63.0,0.0,0.0,0.0,0.0,43.0
2346,Benzyl isothiocyanate ,1e-05,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,80.0,19.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,56.0,6.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0
2346,Benzyl isothiocyanate ,1e-05,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2346,Benzyl isothiocyanate ,0.001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,10.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,1e-05,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Benzyl isothiocyanate ,0.001,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
2346,Benzyl isothiocyanate ,1e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0
2758,"1,8-cineole ",1e-05,64.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
2758,"1,8-cineole ",1e-05,69.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,84.0,0.0,0.0,0.0,0.0,0.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2758,"1,8-cineole ",1e-05,85.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
2758,"1,8-cineole ",0.001,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,40.0
2758,"1,8-cineole ",0.001,90.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,33.0
2758,"1,8-cineole ",1e-05,91.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
2758,"1,8-cineole ",0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,50.0
2758,"1,8-cineole ",1e-05,59.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,74.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,100.0,0.0,28.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
2758,"1,8-cineole ",0.001,48.0,0.0,44.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
2758,"1,8-cineole ",0.001,52.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,88.0,0.0,48.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,73.0,28.0,55.0,64.0,31.0
2758,"1,8-cineole ",0.001,87.0,0.0,83.0,29.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,47.0,0.0,54.0,83.0,0.0,99.0,100.0,40.0
2758,"1,8-cineole ",0.001,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
2758,"1,8-cineole ",1e-05,56.0,45.0,57.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,57.0
2758,"1,8-cineole ",0.001,69.0,40.0,55.0,12.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2758,"1,8-cineole ",1e-05,34.0,0.0,20.0,0.0,0.0,6.0,34.0,0.0,39.0,0.0,45.0,0.0,34.0,0.0,33.0,0.0,0.0,0.0,28.0,21.0
2758,"1,8-cineole ",0.001,29.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,23.0,53.0,0.0,0.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,53.0
2758,"1,8-cineole ",1e-05,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,37.0,0.0,48.0,28.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,69.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2758,"1,8-cineole ",1e-05,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,36.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2758,"1,8-cineole ",0.001,55.0,0.0,29.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2758,"1,8-cineole ",1e-05,60.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,91.0,35.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,75.0
2758,"1,8-cineole ",1e-05,81.0,67.0,63.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,13.0,0.0
2758,"1,8-cineole ",0.001,54.0,0.0,43.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,12.0
2758,"1,8-cineole ",1e-05,56.0,0.0,33.0,0.0,0.0,0.0,6.0,53.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2758,"1,8-cineole ",0.001,71.0,0.0,5.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,81.0
2758,"1,8-cineole ",1e-05,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
2758,"1,8-cineole ",0.001,37.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,24.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
2758,"1,8-cineole ",1e-05,55.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0
2758,"1,8-cineole ",0.001,88.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0
2758,"1,8-cineole ",1e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,89.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,80.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,5.0
2758,"1,8-cineole ",0.001,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
2758,"1,8-cineole ",1e-05,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
2758,"1,8-cineole ",0.001,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0
2758,"1,8-cineole ",1e-05,100.0,72.0,70.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,77.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2758,"1,8-cineole ",1e-05,66.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",1e-05,61.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
2758,"1,8-cineole ",0.001,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
2758,"1,8-cineole ",1e-05,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0
2758,"1,8-cineole ",1e-05,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2758,"1,8-cineole ",1e-05,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,82.0
2758,"1,8-cineole ",0.001,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0
2758,"1,8-cineole ",1e-05,100.0,0.0,0.0,45.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,51.0
2758,"1,8-cineole ",0.001,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,27.0
2758,"1,8-cineole ",0.001,91.0,0.0,56.0,48.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,0.0
2758,"1,8-cineole ",1e-05,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2758,"1,8-cineole ",0.001,69.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,43.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,69.0
2758,"1,8-cineole ",0.001,84.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2758,"1,8-cineole ",1e-05,75.0,0.0,73.0,33.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
2758,"1,8-cineole ",0.001,87.0,0.0,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,21.0
2758,"1,8-cineole ",1e-05,76.0,64.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,53.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2758,"1,8-cineole ",0.001,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2758,"1,8-cineole ",0.001,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2758,"1,8-cineole ",1e-05,94.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,"1,8-cineole ",0.001,94.0,0.0,14.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
2758,"1,8-cineole ",1e-05,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2758,"1,8-cineole ",0.001,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,47.0
2879,p-cresol ,1e-05,77.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2879,p-cresol ,0.001,57.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2879,p-cresol ,1e-05,46.0,0.0,0.0,26.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2879,p-cresol ,0.001,75.0,0.0,23.0,1.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2879,p-cresol ,1e-05,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,55.0,50.0,42.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
2879,p-cresol ,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,85.0,0.0,83.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,43.0
2879,p-cresol ,1e-05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0
2879,p-cresol ,0.001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2879,p-cresol ,1e-05,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2879,p-cresol ,0.001,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2879,p-cresol ,1e-05,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,76.0,81.0,88.0,45.0,0.0,0.0,0.0,45.0
2879,p-cresol ,0.001,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,49.0,0.0,0.0,0.0,0.0,33.0
2879,p-cresol ,1e-05,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
2879,p-cresol ,0.001,83.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
2879,p-cresol ,1e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2879,p-cresol ,0.001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2879,p-cresol ,1e-05,48.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2879,p-cresol ,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2879,p-cresol ,1e-05,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,88.0
2879,p-cresol ,0.001,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2879,p-cresol ,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2879,p-cresol ,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2879,p-cresol ,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,68.0
2879,p-cresol ,0.001,14.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,0.0,0.0,0.0,23.0
